"Class Catalogue - Class Search Results"

"Search Type:","Class Search"
"Session:","Academic Year 2021/2022"
"Credit Scheme:","Strathclyde Standard 2003 and after"
"Classification:","Postgraduate"


"CODE","TITLE","CREDITS","LEVEL","UG/PG/CE","SEMESTER","EXCHANGE","ELECTIVE",
"MK969","Dissertation Skills","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5913","Diversity And Anti-Discriminatory Practice Within A Systemic Framework","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3847","Diversity, Gender And Sexuality In Education","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MP988","Drug Discovery And Development In Cancer","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP815","Drug Product Manufacture","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP816","Drug Substance Manufacture: Industrial Crystallisation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF815","Dubai Study Visit - Pg","2","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"NM959","Dynamics Of Floating Offshore Installations","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MB907","Economic And Regulatory Policies For Fintech","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EC923","Economic Appraisal Of Programmes And Policies","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC961","Economics Of Inequality And Inclusive Growth","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"X7825","Edd Thesis","300","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3999","Education And Self-Formation In Cultural Contexts","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MM911","Effective Statistical Consultancy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MM929","Effective Statistical Consultancy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK814","Emarketing In Practice","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1994","Embassies In Crisis","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG923","Empirical Methods In Finance","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"AG995","Empirical Methods In Finance","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"C8927","Empirical Project (Pt)","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG913","Empirical Research Projects/Dissertation","40","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"M9821","Employment Law","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9811","Employment Mediation","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EC973","Energy Industries And Markets","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EC980","Energy Industries And Markets","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"ME953","Engineering Artificial Environments","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL987","Engineering Hydrology","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF941","Engineering Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EF957","Engineering Project Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM933","Engineering Risk Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM805","Engineering Risk Management (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM928","Enterprise Resource Planning","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM806","Enterprise Resource Planning (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"Z1982","Entrepreneurial Finance","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EX960","Entrepreneurial Leadership In The Social And Sustainable Enterprise","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EX947","Entrepreneurial Management And Leadership","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"Z1957","Entrepreneurial Management And Leadership","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EX961","Entrepreneurship And New Venture Creation","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EC927","Environmental Economics","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EV939","Environmental Impact Assessment","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CL970","Environmental Pollution Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"AG938","Equity Analysis","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"M8908","Equity And Adaptation","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"LL950","Ergonomic Factors In Work Activities","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP998","Essential Clinical Therapeutics","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5965","Ethical Leadership And Management In Residential Child","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EX948","Ethics And Regulatory Processes","15","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CP968","Ethics, Sustainability And Environmental Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9872","Eu Environmental Law Ii","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"L2914","European Governance","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"CS971","Evolutionary Computation For Finance","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS983","Evolutionary Computation For Finance 1","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS984","Evolutionary Computation For Finance 2","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"PH968","Experimental Laboratories","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG867","Exploring The International Business Environment","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK992","Export Marketing","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF986","Extended Project","85","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EX934","External Study","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF816","External Study At Technical University Of Munich","75","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF818","External Study At Technical University Of Munich","25","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9807","Family Business","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"Z1948","Family Enterprise","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"Z1985","Family Enterprise (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9813","Family Law","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG818","Family Owned Business (Mba)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"P3974","Feminisims: Continuity And Change","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"L2965","Feminism And International Relations","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MG929","Finance And Financial Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG940","Finance Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG941","Finance Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9884","Financial Crime And Sanctions","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM905","Financial Econometrics","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MM955","Financial Econometrics (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF929","Financial Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM807","Financial Information (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG922","Financial Management For Banks","10","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"MS988","Financial Modeling With Excel","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M8912","Financial Regulation And Compliance","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MM904","Financial Stochastic Processes","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MM956","Financial Stochastic Processes (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MB906","Fintech Strategy And Business Model Innovation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M8920","Fisheries Law And Sustainability","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG937","Fixed Income Analysis","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"QQ981","Fleshy Histories: Meat Eating And Meat Avoidance, 1500 To The Present","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"FS935","Forensic Biology 1","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"FS936","Forensic Biology 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"FS937","Forensic Chemistry 1","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"FS938","Forensic Chemistry 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M8906","Forests, Land Use And Climate Change","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF827","Foundations Of Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MS822","Foundations Of Operational Research And Business Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"HR970","Foundations Of Risk (Spring)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME979","Fundamentals Of Aeronautical Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG834","Fundamentals Of Business Economics","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CL934","Fundamentals Of Environmental Forensics","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL960","Fundamentals Of Environmental Forensics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CL967","Fundamentals Of Environmental Forensics (Distance Learning)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM941","Fundamentals Of Lean Six Sigma","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CS986","Fundamentals Of Machine Learning For Data Analytics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS825","Game Theory And Multi-Agent Systems","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC915","Games Of Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EC936","Games Of Strategy (Mba Summer School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"ME923","Gas And Steam Turbines","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"P3976","Gender Studies Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1988","Gender, Health And Modern Medicine","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"M9889","General Practice - Problem Based Learning","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CL961","Geographical Information Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MG878","Global Business Environment","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG961","Global Business Environment","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EC964","Global Energy Policy And Politics","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"M9867","Global Environmental Law: Issues Of Equity And Sustainability","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"Z1984","Global Innovation Lab","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG859","Global Operations Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X9647","Globalisation, Society And Education Policy","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"V1972","Governing Highs And Health: History And The Control Of Drugs","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM904","Graduation Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL951","Groundwater Flow Modelling","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CP948","Group Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM964","Group Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BE923","Haemodynamics For Engineers","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EE817","Hardware Iot Communication System And Design","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"CS822","Health And Care Data Analytics And Decision Support","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9722","Health And Wellbeing: Policy, Practice And Pedagogy","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EC970","Health Economics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"CS800","Health Information Governance","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MP940","Health Service - Quality Improvement","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS819","Health Systems Performance, Financing And Innovation","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"LL942","Heraldry And Latin 1","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE931","Hip, Knee And Ankle Disarticulation B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1801","History, Health And Heritage","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"M9846","Homicide","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM984","Human Centred Design","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"M9989","Human Rights Protection In The Uk","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"X9701","Inclusive Pedagogy","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL999","Independent Research Study - S2","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP949","Individual Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE819","Individual Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM965","Individual Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL995","Industrial Design And Construction","30","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"ME931","Industrial Metallurgy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE927","Industrial Software","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS811","Information Security Research Project And Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK830","Integrated Marketing Communications","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK994","Integrated Marketing Communications","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3970","Interactions Between Language And Literacy Development In Childhood","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG921","International Accounting","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"OB908","International Business Elective","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M8914","International Climate Change Law","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MK996","International Culture And Heritage Marketing","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG967","International Entrpreneurship","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"M9871","International Environmental Law Ii","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC913","International Environmental Policy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"AG991","International Financial Markets And Banking","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L2912","International Institutions And Regimes","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"M8913","International Investment Law And Sustainable Development","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EC949","International Macroeconomics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC966","International Macroeconomics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MK822","International Marketing Research","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9862","International Migration Law","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"L2991","International Political Economy","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MK998","International Services Marketing","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"L5993","International Social Welfare Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC955","International Trade Theory And Policy (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"Z1945","Internationalisation And Growth","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"R5902","Interpreting For Business And Commerce","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3994","Into Headship 2","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME945","Introduction To Open Source Computational Dynamics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"C8992","Introduction To Psychological Therapies","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF994","Introduction To Quantitative Methods: Survey Design And Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM940","Introduction To Systems, Thinking, Modelling And Optimisation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MP828","Investigational Medicinal Products","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EX938","Ism - Phd Training And Supervision Workshop","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP935","It Systems And Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK823","Key Skills","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF945","Knowledge And Information Management For Engineers","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9635","Knowledge Exchange And Innovation Training","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR918","Labour And Diversity In A Global Context","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"M9965","Law Of The Construction Industry","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG942","Leadership","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR977","Leadership For Change And Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG821","Leadership For Change And Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG837","Leadership For Change And Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3820","Leadership For Equity, Inclusion And Social Justice","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3830","Leadership For Learning","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3821","Leadership For School Improvement","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR955","Leadership In Organisations (Spring)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L2969","Leadership Skills For Urban Change","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"BF829","Leading Digital Transformation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL988","Leading Issues In Circular Economy","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR960","Leading, Managing And Developing People","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM953","Lean And Green Logistics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"AB980","Legislation And Regulations","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS962","Libraries, Information And Society","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS959","Library Technology And Systems","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9802","Listening To Children And Hearing Their Voices","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3971","Literacy For Subject Disciplines In School","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE936","Lower Limb Prosthetic Design B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS985","Machine Learning For Data Analytics","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"ME977","Machine Learning For Satellite Data","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3809","Making Sense Of Maths: Cognitively Guided Instruction In The Classroom","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG869","Making Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG920","Management Accounting","10","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"AG994","Management Accounting","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9899","Management And Leadership In Higher Education","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM981","Management Of Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"DM999","Management Of Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L2982","Management Of Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG862","Management Of Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP930","Management Of Technological Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EF939","Management Of Total Quality And Continuous Improvement","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG841","Management Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS996","Management Science Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS802","Managing Business Operations","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG873","Managing Digital Technologies (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"HR964","Managing Human Resources In Multinationals","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG955","Managing In Europe (Toulouse)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG822","Managing Innovation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP932","Managing People","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM950","Managing People And Technology","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EE707","Managing Risk And Uncertainty In Grid Operation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MK809","Managing Tourism Resources","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"NM801","Marine Pipeline Integrity","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM950","Maritime Safety And Risk","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MB902","Marketing Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG925","Marketing Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"OB903","Marketing Management & Corporate Social Responsibility","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK824","Marketing Works","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK973","Marketing Works","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK978","Marketing Works International","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM910","Master Thesis","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM989","Master Thesis","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5944","Masters Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5986","Masters Dissertation In Criminology","60","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"L5982","Masters Dissertation In Social Work","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB982","Materials And Decay","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL996","Materials And Microstructures","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"P3955","Media Ethics","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"M9828","Mediation And Mediation Advocacy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9888","Mediation, The Law And Policy (Online)","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE917","Medical Devices Dissertation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE910","Medical Devices Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE924","Medical Robotics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM909","Medical Statistics","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM927","Medical Statistics","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5963","Mental Health Officer Theory And Practice Ii","30","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM946","Micro- And Nano-Manufacturing","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"Z1960","Mindset Lab","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CS991","Mobile Application Development","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L5957","Models Of Change","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE965","Mres Dissertation","90","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF925","Mres Engineering - Research Project","120","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM839","Msc Group Design Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM983","Msc Group Project - Ship And Offshore Technology","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS995","Msc Industrial Management (International) Dissertation","25","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE790","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE990","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE996","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE997","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MM550","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MM930","Msc Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X2902","Multi-Professional Work And Family Support In Autism (Dl)","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CH918","Multivariate Analysis And Process Analysis In Industry","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM822","Naome Pgdip Dissertation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"QQ903","Narrative Processing Across Languages, Cultures And Media","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"V1974","Nationalism And Nation-States In The Arab Middle East: 1900-1945","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"NM806","Naval Architecture, Ocean And Marine Engineering Research Project","20","Level 4","Postgraduate","Semester 2 2021/22","N","NE",
"MM917","Networks In Finance","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"C8955","Neuropsychology Related To Medical Conditions","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG857","New Venture Creation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG938","New Venture Creation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"Z1938","New Venture Creation (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"Z1986","New Venture Creation (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MP810","Novel Therapeutics And Biopharmaceuticals","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME926","Nuclear Power Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"BE925","Numerical Modelling In Biomedical Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"NM842","Offshore Structural Integrity","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EE820","Offshore Wind Farm O & M And Economics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM990","Oil And Gas Innovation Product Develpoment","5","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MS932","Operational Research Methods","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"PH958","Optical Design","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS987","Optimisation For Analytics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"LL952","Optimising Safety And Risk Management Activities","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF942","Organisation Of Postgraduate Research Presentation Day","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
